channel,mean_uV,std_uV,min_uV,max_uV,ptp_uV
AF3,-0.008897542478441088,0.004400701469251303,-0.09586639440332578,0.09641546500656267,0.19228185940988846
AF4,-0.020034728566165682,0.020356866185603065,-0.0954714224840462,0.09247170824605944,0.18794313073010566
AF7,-0.011047087012264492,0.007198656547434451,-0.09678553410531705,0.0970504539991697,0.19383598810448677
AF8,-0.011375737164287057,0.005042024624110316,-0.09666045585893293,0.09498940776941497,0.1916498636283479
C1,0.006080998349456553,0.006620629442523188,-0.09687057895479478,0.09851417563649072,0.19538475459128551
C2,-0.003248670425981461,0.004190340241722244,-0.09746439046970304,0.09716045726150832,0.19462484773121136
C3,-0.006792282437676742,0.0046215960589655195,-0.09649800911091821,0.09750161978982519,0.1939996289007434
C4,-0.004143044266983078,0.00445888549984963,-0.10164053496659567,0.10154453755592135,0.20318507252251702
C5,-0.015750808303263496,0.012272225918131499,-0.09167178600534129,0.09669822269191519,0.18837000869725648
C6,-0.022559945804392485,0.007309048489827781,-0.09768038216142817,0.10331541720730683,0.20099579936873502
CP1,-0.005037377183921436,0.004202789581571744,-0.09282192093475872,0.09487773123462864,0.18769965216938736
CP2,-0.0007959740419544365,0.005190014554635136,-0.10062287188052085,0.10379998882128702,0.20442286070180787
CP3,-0.02020408913124905,0.008180478568808613,-0.09931606731628076,0.1050289978383199,0.20434506515460066
CP4,-0.0003475624441195333,0.004590946465702566,-0.09672676946589281,0.10504873817755317,0.20177550764344598
CP5,-0.014202211071791893,0.004552959883856762,-0.09395553006439297,0.09835173137213606,0.19230726143652904
CP6,-0.014301771344325441,0.00723279693122334,-0.09526951265531133,0.09535410739919095,0.19062362005450229
Cz,-0.013088529463870846,0.0055151832679657675,-0.10102693429840584,0.0970264235363756,0.19805335783478145
F1,-0.006928623303514652,0.004240810957874443,-0.09672337275684117,0.09916735941364528,0.19589073217048647
F2,-0.012473041988659615,0.005614678932022625,-0.10236675215642221,0.10260288356831088,0.2049696357247331
F3,-0.008262887803069342,0.004487801069802505,-0.09428081941008688,0.09369832765718608,0.18797914706727298
F4,-0.013299434098617412,0.010257413221996947,-0.0987550196251599,0.09705028535142221,0.1958053049765821
F5,-0.011937991771242398,0.00647142196561158,-0.09766960792450549,0.09922020928717681,0.1968898172116823
F6,-0.010016711548080004,0.004553234699003083,-0.09950082107727823,0.09906596949437071,0.19856679057164894
F7,-0.004741411169394419,0.0044777665530919076,-0.09199617920010633,0.09292149050234474,0.18491766970245108
F8,3.4236371836554415e-05,0.005914801419410326,-0.11292780519349924,0.10078628738935783,0.21371409258285706
FC1,-0.003680862371063517,0.0046023460786239236,-0.09613513484135759,0.09805784268125564,0.19419297752261322
FC2,-0.0073223765754317875,0.0041038173140991695,-0.09718088786593018,0.09711435054903805,0.19429523841496824
FC3,-0.011365898366545071,0.005426880563728607,-0.0958695497747649,0.09795282806928746,0.19382237784405237
FC4,-0.0016984257447750116,0.005040092212951952,-0.09562880710025502,0.09519953022745742,0.19082833732771243
FC5,-0.017671271820237873,0.006649989719139605,-0.09613291757211846,0.09788587167671467,0.19401878924883315
FC6,-0.024726674978646484,0.00932948982702578,-0.0987540667298233,0.10049191063248471,0.199245977362308
FCz,-0.00415720475418925,0.004258623538294641,-0.08942685221298424,0.09127728252142533,0.18070413473440958
FT7,-0.023757808060962633,0.00785644626538278,-0.09323886217134102,0.09383963117159932,0.18707849334294036
FT8,-0.009902207873051811,0.006836439631101525,-0.0983417255878973,0.09743929903576225,0.19578102462365954
Fp1,-0.009172452150065603,0.005174995789810864,-0.10134628731807882,0.09617992098829709,0.1975262083063759
Fp2,0.0017303475926285486,0.016246946318166627,-0.12339026552242935,0.11845916838096578,0.24184943390339514
Fpz,-0.011926647618910989,0.011141623419177906,-0.09847328765061095,0.09981701127194231,0.19829029892255326
Fz,-0.005357069959372418,0.004435799849284048,-0.09319282282748073,0.09098762445228109,0.18418044727976182
O1,-0.013544871266356557,0.006235761958503702,-0.09561153940661428,0.09556991998956882,0.19118145939618308
O2,-0.019473368669584438,0.006351562642894797,-0.09693876970423748,0.09551428494874709,0.19245305465298457
Oz,-0.009266397502739422,0.004619759201034507,-0.09705833015761724,0.09527867877101116,0.1923370089286284
P1,0.003656247069636572,0.005586959411766273,-0.09672148962912415,0.09600220811939024,0.1927236977485144
P2,-0.003826054914190533,0.004347236353169925,-0.09803674162059167,0.10998373212799921,0.2080204737485909
P3,-0.016535781330512322,0.004984829441141195,-0.09560187041990215,0.09366458339913666,0.1892664538190388
P4,-0.012324779396981785,0.004916670022505477,-0.09604869526950124,0.09517845277079856,0.1912271480402998
P5,-0.016157910588068765,0.005553721559695943,-0.09705204322447333,0.0981970310338399,0.19524907425831323
P6,-0.013372453514332782,0.0053234313123314,-0.09852392086799824,0.09807505279238171,0.19659897366037996
P7,-0.01573198415370762,0.00561767116480009,-0.09662781724349373,0.09544314808024917,0.1920709653237429
P8,-0.02055782226929023,0.007279783828076332,-0.09267841052474982,0.08885529452758653,0.18153370505233635
PO3,-0.011921033026593496,0.004273723527456287,-0.09668386573872734,0.09542905870237375,0.1921129244411011
PO4,-0.015392613226260581,0.006263906539505183,-0.08934298143190472,0.08932493959374874,0.17866792102565346
PO5,-0.01321295393404034,0.004492028195547676,-0.09710087596215267,0.09554475244286922,0.1926456284050219
PO6,-0.021162064484288097,0.005748345237140809,-0.09733338389830754,0.09528965409514185,0.19262303799344938
PO7,-0.01104074708948876,0.004303629034143895,-0.09723062866880729,0.09571578110981632,0.1929464097786236
PO8,-0.01797717128954973,0.007256845950776879,-0.09623232923566222,0.09549056743395039,0.19172289666961262
POz,-0.008544592745858427,0.00455838579489289,-0.09627850195886059,0.09720620138203623,0.19348470334089682
Pz,-0.00017096470107104262,0.00775191470444224,-0.08980180902730461,0.08775697815179523,0.17755878717909984
T7,-0.022603040583390844,0.007750123285022142,-0.0979807147196469,0.09732848509252681,0.1953091998121737
T8,-0.02494523759363497,0.008520558063555667,-0.09572598877799969,0.10086691697500556,0.19659290575300525
TP7,-0.01806271277714185,0.00639433522659377,-0.09375724314217908,0.0965524011657861,0.19030964430796518
TP8,-0.023626148320891268,0.006956222874690801,-0.09786305296349818,0.09795666660428375,0.19581971956778194
