channel,mean_uV,std_uV,min_uV,max_uV,ptp_uV
AF3,-0.01867651329612135,0.008029316524508263,-0.098299382265441,0.09751363713978563,0.1958130194052266
AF4,0.0003111396366149163,0.003519714225663665,-0.09125734182591355,0.08932697657606493,0.18058431840197847
AF7,0.004643765240395711,0.004143063867126217,-0.10123866045513591,0.09584309055833048,0.1970817510134664
AF8,-0.01606016479450267,0.004476953785559446,-0.09522354589637926,0.0962206810135891,0.19144422690996837
C1,-0.003393702471775828,0.003379766277278056,-0.09861634274202585,0.09931927897886775,0.1979356217208936
C2,0.0019876610932984796,0.003910535606827147,-0.08912158144259966,0.08889243470035357,0.17801401614295323
C3,0.0012101467696401412,0.004110715701626545,-0.10928117231512763,0.1072963472045027,0.21657751951963033
C4,-0.0018494969202623114,0.004460671914223998,-0.09759882390170552,0.09622165057827559,0.1938204744799811
C5,-0.0019442617820277458,0.0037744910348408317,-0.09952330949944369,0.09988714333108004,0.19941045283052372
C6,-0.0020694416348696733,0.00379273321834558,-0.10007607177142103,0.09820345315106829,0.19827952492248932
CP1,-0.002811739407249405,0.010379469851907432,-0.09854302216215377,0.0909736404273972,0.18951666258955097
CP2,-0.0012563940744566803,0.0037763750110033027,-0.09973737843739355,0.09745345905324175,0.19719083749063532
CP3,-0.005082302520912208,0.004780288742748408,-0.09922313327679608,0.09944624249857598,0.19866937577537205
CP4,0.004624511457028013,0.0038534676262197264,-0.09775194051326339,0.09862980828496759,0.19638174879823098
CP5,-0.0040894362809318985,0.003670933629508902,-0.09308305406681165,0.09267463002261053,0.18575768408942217
CP6,-0.015767513701369574,0.004831422274378909,-0.10506846491543634,0.09758809338548252,0.20265655830091886
Cz,0.006079991454718857,0.0041320178672470675,-0.0894456631382762,0.09281448444501035,0.18226014758328657
F1,-0.008798394974429602,0.0034146805932173383,-0.09362623527981095,0.09014673631187611,0.18377297159168707
F2,-0.00507897970227711,0.0034545499381107105,-0.09073309000068666,0.09264439543488084,0.1833774854355675
F3,-0.004593875903220393,0.0038072864051453986,-0.09543813254963705,0.09690165587663302,0.1923397884262701
F4,-0.003161356980315044,0.003588949480177452,-0.09560415187583512,0.0964483573582541,0.19205250923408923
F5,0.006358936870507212,0.0044068401097978535,-0.10186544981945216,0.10046905716493611,0.20233450698438826
F6,0.005087209105957111,0.004599019533569012,-0.10034100452174831,0.0951203512164118,0.1954613557381601
F7,0.006568344813951587,0.0041587993321625496,-0.09989163270202647,0.1076664087008464,0.20755804140287287
F8,0.003636108576853463,0.0038557095758176944,-0.09465994244617112,0.09086129056283959,0.18552123300901072
FC1,0.002489966938377838,0.0036680208344692248,-0.09645731221440662,0.09629250899470865,0.19274982120911527
FC2,0.00654511007396216,0.004171134478525554,-0.09050075103534345,0.09199336774471567,0.1824941187800591
FC3,0.004461775820964093,0.004078057188843577,-0.1089690235564027,0.10727682851294622,0.21624585206934893
FC4,0.005938189608603959,0.003800193408063858,-0.09902898141013738,0.09497487030077559,0.19400385171091297
FC5,0.0052208235284099454,0.00466125734442987,-0.10433033425208758,0.10804981716237166,0.21238015141445926
FC6,-0.0019361386325123257,0.0075260476257813765,-0.09214023492204101,0.09883600596952426,0.19097624089156529
FCz,-0.01417283116808672,0.003922788560377567,-0.09809380880207864,0.09778461149731787,0.1958784202993965
FT7,-0.007813092878947228,0.003721806727780669,-0.09621682776766828,0.09848524071536477,0.19470206848303306
FT8,0.005072984232882671,0.004117017578453981,-0.09880279034047768,0.10447667585279968,0.20327946619327736
Fp1,-0.0013950871905047196,0.0037504986192327416,-0.0967121746828089,0.09629423920973079,0.1930064138925397
Fp2,-0.0070043188945626954,0.00461596115791599,-0.09014869220313373,0.08852201206293284,0.17867070426606657
Fpz,-0.0019135230200351958,0.007837454347020559,-0.09640180667718468,0.09848589037286988,0.19488769705005454
Fz,-0.008039966071242102,0.0034967113693446074,-0.08969594118835207,0.08773332530867067,0.17742926649702273
O1,0.006580161292023112,0.004058437229143117,-0.10001682285120171,0.09860059413117037,0.19861741698237206
O2,0.0029786091128381972,0.004421872189800146,-0.0982909772077431,0.10733727172509237,0.2056282489328355
Oz,0.0006370797193119398,0.0036444578347653313,-0.09427652404433681,0.09860763051694157,0.1928841545612784
P1,-0.0005760330807949767,0.0035109867983399963,-0.10087530950120155,0.0915091101985338,0.19238441969973535
P2,-0.006324690555855062,0.003722254287191865,-0.10572082883880457,0.1035158064724498,0.20923663531125436
P3,0.0007791674230857275,0.005942793361083678,-0.10910262440894042,0.10145106899264708,0.2105536934015875
P4,-0.009570829974384737,0.005652283817487788,-0.09166591498826537,0.10320088546200304,0.1948668004502684
P5,-0.01575526488658176,0.004671641002536471,-0.10380745879530313,0.10155188558474504,0.20535934438004816
P6,-0.00029669104049050924,0.003726824839402109,-0.09659341686173863,0.09971663644296601,0.19631005330470463
P7,-0.004479331547385912,0.0036696988150121605,-0.1088664447513455,0.09534840865423735,0.20421485340558287
P8,0.011329187767746557,0.005090460708688733,-0.11107178591812994,0.10288038020400113,0.21395216612213108
PO3,-0.0026176648037383055,0.0034183136373648008,-0.09159137098013226,0.09242008936076601,0.18401146034089827
