channel,mean_uV,std_uV,min_uV,max_uV,ptp_uV
AF3,0.0016760289230987968,0.002513616485232042,-0.08793652174107155,0.03057515627963167,0.11851167802070323
AF4,0.0026204898646069643,0.0029681903893760105,-0.08980022097761009,0.08420880240011511,0.1740090233777252
AF7,-0.010779568817817947,0.0027623245187567485,-0.0883989117263361,0.08405439754920147,0.17245330927553756
AF8,-0.011619180811238937,0.0021105187063104485,-0.08800562668929868,0.01398555474360687,0.10199118143290554
C1,-0.00582649143084072,0.0021909089744586393,-0.08789655819185618,0.00033413018919108183,0.08823068838104726
C2,-0.00798320425297173,0.0029952153815784623,-0.08819787036703665,0.014534131028205811,0.10273200139524247
C3,-0.01188940736565359,0.0021601038603517595,-0.08815511276503622,0.08451565798999282,0.17267077075502904
C4,-0.003572319143562787,0.00190852127321369,-0.08818472169142899,0.01826836698228528,0.10645308867371427
C5,-0.0074939660516685535,0.002903581730909396,-0.0889406455862423,0.08396130021924068,0.172901945805483
C6,-0.0004246688531752132,0.002429224108226747,-0.08789715252808161,0.005168264460163817,0.09306541698824543
CP1,-0.0015285645277151754,0.001711704873848374,-0.0882315128295188,0.028455876633033277,0.11668738946255208
CP2,-0.0018340006646435873,0.0016895293921159035,-0.08782913139317969,0.005574600016788334,0.09340373140996802
CP3,-0.008770175799474911,0.0023362142069679698,-0.08819809754468011,0.0020732057410193885,0.0902713032856995
CP4,0.0013055223492229105,0.0023986301725318327,-0.08805743322996679,0.004328887793355177,0.09238632102332196
CP5,0.0007923058485990002,0.0018096524467467385,-0.0878759422066252,0.024605546276548547,0.11248148848317374
CP6,0.001709729505470505,0.0018010342332569606,-0.08828292299499735,0.08485023568030517,0.17313315867530252
Cz,-0.011867253437658154,0.002098720997061633,-0.08814026649995538,0.008666757341188446,0.09680702384114383
F1,-0.00138230027819023,0.0024591411634454093,-0.08781468038592431,0.0012790448346718594,0.08909372522059616
F2,-0.004600161841203684,0.0022739265218890635,-0.08814205807674336,0.02134408513726066,0.10948614321400402
F3,-0.00909742679434062,0.001994387135612639,-0.08813652302791714,0.022915291301231502,0.11105181432914864
F4,-0.01098221585063882,0.003952351268618448,-0.08943080490660024,0.08590928823796713,0.1753400931445674
F5,-0.009210946352763458,0.002394385337795439,-0.08826166406545306,0.07599748599785609,0.16425915006330916
