channel,mean_uV,std_uV,min_uV,max_uV,ptp_uV
AF3,-0.010364435270864244,0.004033441914752373,-0.06481958340081083,-0.0032021358302722937,0.06161744757053854
AF4,-0.0047850380406715375,0.003925032071611897,-0.06483634093907853,0.0022645744550603645,0.0671009153941389
AF7,-0.010114605889179088,0.004351865377067793,-0.06482026958047568,-0.002649702011659631,0.06217056756881605
AF8,0.0025951935413735853,0.002966083578283056,-0.06485521234207815,0.008106208657925138,0.07296142100000329
C1,-0.002079059069593511,0.002231464468889559,-0.06486057198065606,0.0021979549618656646,0.06705852694252172
C2,0.003618230775958731,0.003618138445312635,-0.06487057050814161,0.010492538219702783,0.0753631087278444
C3,0.008906699591493178,0.004697394597169531,-0.06491378801286199,0.014443513412926039,0.07935730142578803
C4,-0.0019277353689226375,0.003134149275961236,-0.0648563591063123,0.003783936196040944,0.06864029530235324
C5,-0.007799134766135979,0.0031529744511883087,-0.06483801484433549,0.0014785610289149058,0.06631657587325039
C6,-0.007987060630603216,0.0030881417109214324,-0.0648447008817239,-0.002313910487297766,0.06253079039442613
CP1,-0.003648350704891445,0.001955008845175394,-0.06485743911714068,0.006612544924806827,0.0714699840419475
CP2,-0.007025807963917838,0.0034764119468110363,-0.06483651437940606,0.0029597635275959155,0.06779627790700198
CP3,-0.0019710594704983285,0.003610463189161814,-0.06485114692294205,0.006134275203707645,0.0709854221266497
CP4,-0.004137942698864232,0.0034304431760229384,-0.06484729013831403,0.0024758121363785005,0.06732310227469253
CP5,-0.005566397765107288,0.003981371743450316,-0.06483842555823582,0.0015445090823775175,0.06638293464061334
CP6,-0.010616826147503271,0.0033438102992482967,-0.06482619838808884,-0.00128279095885977,0.06354340742922907
Cz,-0.003927633032263443,0.0029601630085805144,-0.0648478946226087,0.0022664130768090367,0.06711430769941774
F1,-0.0073651158906862055,0.0026933027738948088,-0.06483822627524638,-0.0022805761609250835,0.0625576501143213
F2,-0.009209913955990034,0.003739389133009757,-0.06482477878099213,-0.0010745629326734951,0.06375021584831864
F3,-0.008106161600773066,0.00323679816952199,-0.06483256511500861,-0.002312117393529073,0.06252044772147954
F4,-0.006783543588396925,0.0032380251894613674,-0.06483696052052558,-0.0007584604721373343,0.06407850004838825
F5,-0.012078052394350511,0.003498569419746081,-0.06481880621476122,-0.006051215941223194,0.05876759027353802
F6,-0.006543986171783923,0.0036619828100854113,-0.06483569775798637,1.8934556852685455e-05,0.06485463231483905
F7,-0.012551281327027571,0.003240727440699289,-0.0648198471226161,-0.006801216923275787,0.05801863019934031
F8,-0.01389243196594737,0.003226521927196265,-0.06481115545109058,-0.007776021810401227,0.05703513364068935
FC1,-0.007305778000940546,0.003623980005056907,-0.06483292561135814,-0.0009102682070924861,0.06392265740426566
FC2,-0.005445762655938285,0.0045360215421354185,-0.0648359659499197,0.0035427750503050394,0.06837874100022473
FC3,-0.006254662992501942,0.0033038407315225424,-0.06483785437725188,-0.00038632210762657316,0.06445153226962531
