channel,mean_uV,std_uV,min_uV,max_uV,ptp_uV
AF3,0.001188029288855965,0.0031819695788854294,-0.089493960977459,0.08417808432481787,0.17367204530227687
AF4,0.013924092336863194,0.004881676835731204,-0.09310794786685331,0.08441199437347638,0.1775199422403297
AF7,0.002426420008593925,0.0031509138203083156,-0.09068580175699362,0.0843675694737287,0.17505337123072232
AF8,0.016715314667572128,0.004671146112437359,-0.08960694400607115,0.08421629710167935,0.1738232411077505
C1,0.0010357207572164557,0.00356968904721735,-0.08944233117037795,0.08422654396976476,0.1736688751401427
C2,-0.005383931205693897,0.00191379548749632,-0.09001436803107155,0.08411490575594963,0.17412927378702117
C3,0.0028220824143077496,0.0022688210841248463,-0.0899043475248808,0.0839218632715106,0.1738262107963914
C4,-0.0069260575232434245,0.0021799237162924844,-0.09002189138585584,0.043565294976091004,0.13358718636194683
C5,0.0033687166732060086,0.0040500596130730706,-0.09176953859907337,0.08408157485319018,0.17585111345226356
C6,0.003981020270934475,0.002962940123374284,-0.08942817383295837,0.08409068343708812,0.17351885727004648
CP1,0.006336969036611597,0.002367915591240893,-0.09002636023129792,0.07030262119872954,0.16032898143002747
CP2,-0.0009673739463233908,0.00248369122845407,-0.08932864554526679,0.018383627294811605,0.1077122728400784
CP3,0.0027826388538815983,0.002748423059397112,-0.08993924054311267,0.08402035584322556,0.17395959638633823
CP4,-0.008437062094987072,0.0023585112299301524,-0.08968640427595088,0.08395669364804706,0.17364309792399796
CP5,-0.00042930010300110355,0.0026737389937285722,-0.08941501530325577,0.023919041876613454,0.11333405717986922
CP6,0.0011652334920456066,0.0019539507327519757,-0.0902260717775728,0.08397829816624355,0.17420436994381636
Cz,-0.004720355364358756,0.0017538302811872968,-0.08985013044457774,0.08688110773225437,0.17673123817683212
F1,-0.007047908891789849,0.0025457454132264364,-0.08930157309165436,0.08415085304678538,0.17345242613843975
F2,0.0024497715132573844,0.002714880557602822,-0.08984631144382119,0.08420129952593941,0.1740476109697606
F3,-0.0020103525515193536,0.003790366013546001,-0.08983630713561179,0.08437419553585512,0.17421050267146693
F4,-0.0051456314971948134,0.00478124299868347,-0.09192935210930829,0.08416758751392994,0.17609693962323825
F5,-0.0031184351882046785,0.0042826357312062925,-0.0901474969954685,0.08405375471562931,0.17420125171109782
F6,-0.006792979561980603,0.0023735506221352954,-0.08934597333098196,0.08411362178420517,0.17345959511518713
F7,0.011755647831308376,0.004241770875471741,-0.08945502032861205,0.08395058016144064,0.17340560049005269
F8,0.014185484713031906,0.005191831911350018,-0.0891883317382319,0.08422594571327402,0.17341427745150592
FC1,-0.005907340321531841,0.002330807265995512,-0.08958399530365768,0.08420121421197589,0.1737852095156336
FC2,-0.0053866093420125855,0.002259869699673332,-0.08956243777367384,0.08421581201762054,0.1737782497912944
FC3,-0.0031284011483361704,0.0021364429938387835,-0.08979932470775548,0.08422067151054752,0.174019996218303
FC4,-0.003541477596072296,0.0021138427884800142,-0.08934636877224209,0.08423055121960354,0.17357691999184563
FC5,-0.0028511662660195307,0.0057161587049368535,-0.08966482827471346,0.08394403085163596,0.17360885912634944
FC6,-0.0022802217577601257,0.0019638982086609006,-0.08983303082222863,0.08423423703444645,0.1740672678566751
FCz,-0.0053590278264604345,0.0020097890677357563,-0.08996948827802391,0.08415675733108921,0.1741262456091131
FT7,0.0024939515294135047,0.002571485767424182,-0.08956025511427755,0.08404208897320559,0.17360234408748315
FT8,0.006973488758815546,0.0041519461424268595,-0.09054353560655179,0.08409039835358278,0.17463393396013457
Fp1,0.004394455684785891,0.002393458359509843,-0.08999645296045045,0.08418712496273317,0.17418357792318362
Fp2,0.020510151685535605,0.005796079225321116,-0.09384300788600264,0.08398516403413293,0.17782817192013556
Fpz,0.0019086040825629638,0.004067787667265165,-0.09176222766065487,0.08391566356252786,0.17567789122318272
Fz,-0.007200725263075966,0.001994813931068707,-0.08954247719059077,0.08398143297819335,0.17352391016878413
O1,0.009387989809329159,0.0026920913126472004,-0.09002639249104379,0.024313379620598225,0.11433977211164201
O2,-0.004945379684087448,0.0019148175426956053,-0.08947958845828524,0.005876449947393303,0.09535603840567855
Oz,0.00026314002371544305,0.0025423094356119896,-0.08945813130610321,0.08400597211752775,0.17346410342363094
P1,-0.004036210694384405,0.004719905183139251,-0.09163765267199209,0.08421120142136318,0.17584885409335527
P2,-0.004786793072643871,0.002109092356027405,-0.08993608493406174,0.08423083075504213,0.17416691568910386
P3,-0.002124807758382066,0.0025308759790947633,-0.08928425071922819,0.01443452792753303,0.10371877864676121
P4,-0.0056683784509348415,0.0024996321001476487,-0.08951201004563354,0.010282077980424631,0.09979408802605817
P5,-0.007271558243415158,0.002041940225250929,-0.08941007894311136,0.08407002029830221,0.17348009924141355
P6,-0.000514954861953674,0.0021248085889126293,-0.0896911996044122,0.08399216823659891,0.17368336784101113
P7,-0.0078077859131244895,0.0021286139903413308,-0.08952710523026108,0.007235944976168751,0.09676305020642983
P8,-0.009250509166789924,0.0020185763010690267,-0.08962652238625914,-0.0012938071115223323,0.08833271527473681
PO3,-0.002418661273847203,0.0022053008783032733,-0.08948218669726786,0.08414507972398544,0.1736272664212533
PO4,-0.006183187710308266,0.002124001759234921,-0.08986990144850157,0.08416660504950219,0.17403650649800376
PO5,-0.0035358896730039602,0.0023005488805067148,-0.08934699331176679,0.08420402815626665,0.17355102146803345
PO6,0.0007243204667285947,0.0029482143713985103,-0.08918775911412877,0.08399699383954207,0.17318475295367083
PO7,-0.0035676073311690956,0.0022912270656513375,-0.08937304518130273,0.0842012209398484,0.17357426612115112
PO8,0.0010905295804301347,0.0019959226302580417,-0.08992121978569087,0.08400088241552806,0.17392210220121893
POz,-0.008048764624557168,0.002321195647006231,-0.08949404053119338,0.019749561501104428,0.1092436020322978
Pz,-0.007693037217735226,0.006072800482263082,-0.09198153312186007,0.08404472747810915,0.17602626059996923
T7,-0.0016750685590312885,0.0023953004555832443,-0.089512393060112,0.0840691735088406,0.1735815665689526
T8,0.010863687611299189,0.004027083282355849,-0.08948261072676619,0.05305834402964228,0.1425409547564085
TP7,-0.007871294675493532,0.0019402938959147745,-0.08959098494919204,0.08395994000548633,0.1735509249546784
TP8,-0.007351519924528156,0.0021612456832638244,-0.08916076791955255,0.08399423445554108,0.17315500237509363
